sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
松山,臺北市,33,,良好,1.9,0.28,24,25,36,9,20,26.7,6.6,2,19,"2024-11-30 09:00",,0.2,7.5,29,1,121.578611,25.05,15
古亭,臺北市,36,,良好,1.8,0.23,32,40,24,11,,,,2.3,56,"2024-11-30 09:00",,0.1,8,20,2,121.529556,25.020608,14
萬華,臺北市,30,,良好,2.2,0.27,29,33,25,9,17,20.4,3.7,2.9,90,"2024-11-30 09:00",,0.2,6.5,22,1,121.507972,25.046503,13
中山,臺北市,30,,良好,1.6,0.33,28,33,26,7,17,22.4,5.3,2.7,70,"2024-11-30 09:00",,0.2,7.8,23,1,121.526528,25.062361,12
士林,臺北市,42,,良好,1,0.16,41,46,25,3,7,8.4,1.2,1.7,74,"2024-11-30 09:00",,0.1,4.1,20,1,121.51666356,25.10334003,11
淡水,新北市,26,,良好,1.9,0.35,29,28,23,8,12,16.6,4.1,0.4,,"2024-11-30 09:00",,0.2,7.6,21,1,121.449239,25.1645,10
林口,新北市,35,,良好,2,0.25,34,39,24,5,14,17.1,3.2,3.1,107,"2024-11-30 09:00",,0.1,5.4,20,1,121.36548982,25.07798949,9
菜寮,新北市,33,,良好,1.8,0.3,35,37,23,8,14,17,3.3,3.4,95,"2024-11-30 09:00",,0.2,7.7,20,1,121.481028,25.06895,8
新莊,新北市,32,,良好,1.6,0.25,35,36,28,9,11,14.4,3.1,3.3,74,"2024-11-30 09:00",,0.2,8.8,29,1,121.4325,25.037972,7
板橋,新北市,36,,良好,0.8,0.3,38,40,20,2,13,16.4,3.1,1.8,89,"2024-11-30 09:00",,0.2,6.2,19,1,121.458667,25.012972,6
土城,新北市,34,,良好,1.1,0.31,35,37,26,5,12,14.8,2.7,1.9,294,"2024-11-30 09:00",,0.2,4.7,21,1,121.451861,24.982528,5
新店,新北市,31,,良好,0.8,0.3,28,25,18,6,12,15.6,3.6,1.8,89,"2024-11-30 09:00",,0.2,9.7,19,1,121.537778,24.977222,4
萬里,新北市,29,,良好,0.8,0.19,42,32,29,5,4,5.7,1.7,5.3,62,"2024-11-30 09:00",,0.1,5.8,18,0,121.689881,25.179667,3
汐止,新北市,37,,良好,3.9,0.32,21,14,22,13,20,29.3,9.7,1.4,20,"2024-11-30 09:00",,0.2,11.5,21,2,121.64081,25.06624,2
基隆,基隆市,24,,良好,1.4,0.45,21,22,16,7,,,,1.3,85,"2024-11-30 09:00",,0.2,7.5,16,1,121.760056,25.129167,1
屏東(枋山),屏東縣,39,,良好,0.2,0.18,38,40,24,10,4,4.8,0.6,1.9,86,"2024-11-30 08:00",,0.1,12,26,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,47,,良好,1.5,0.31,17,24,34,11,24,29,4.9,3,304,"2024-11-30 08:00",,0.2,14.5,30,1,121.61575076,23.97709367,312
新北(樹林),新北市,30,,良好,0.4,0.29,24,33,19,5,17,21.5,4.8,0.1,176,"2024-11-30 08:00",,0.1,5.9,21,1,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,79,細懸浮微粒,普通,3.2,0.36,38,34,52,26,16,16.9,1.3,1.4,7,"2024-11-30 08:00",,0.4,26.7,58,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,108,細懸浮微粒,對敏感族群不健康,1.3,0.56,7,9,83,38,27,39.2,11.7,1,352,"2024-11-30 08:00",,0.4,38.2,78,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,107,細懸浮微粒,對敏感族群不健康,4.1,0.45,6,4,70,41,28,37,8.7,0.5,2,"2024-11-30 08:00",,0.4,37.7,71,2,120.24535,22.87985556,202
彰化（員林）,彰化縣,72,細懸浮微粒,普通,2.3,0.63,5,7,47,27,21,34.2,13.4,0.6,292,"2024-11-30 08:00",,0.4,24,52,2,120.56373,23.96117,201
大城,彰化縣,81,細懸浮微粒,普通,2.3,0.45,13,13,50,26,18,23.3,5.2,1.9,44,"2024-11-30 08:00",,0.4,27.8,56,2,120.26964167,23.85493056,85
富貴角,新北市,54,懸浮微粒,普通,0.5,0.13,48,49,36,7,2,1.8,0,6.4,89,"2024-11-30 08:00",,0.1,7.5,54,0,121.53656894,25.29681695,84
麥寮,雲林縣,91,細懸浮微粒,普通,2.2,0.43,9,14,64,37,20,26.6,6.9,1.8,4,"2024-11-30 08:00",,0.4,31.6,56,2,120.251825,23.753506,83
關山,臺東縣,34,,良好,1.6,0.22,18,25,27,10,4,4.9,0.7,0.9,25,"2024-11-30 08:00",,0.1,10.4,27,1,121.161933,23.045083,80
馬公,澎湖縣,48,,良好,0.7,0.17,49,53,17,8,2,2.8,0.7,2.9,26,"2024-11-30 08:00",,0.1,10.5,20,1,119.566158,23.569031,78
金門,金門縣,49,,良好,1.6,0.3,32,36,38,20,13,13.8,1,0.7,347,"2024-11-30 08:00",,0.2,15.2,41,1,118.312256,24.432133,77
馬祖,連江縣,52,細懸浮微粒,普通,2.1,0.31,39,44,40,18,7,7.3,0.6,2.8,345,"2024-11-30 08:00",,0.3,16,39,1,119.952724,26.153736,75
埔里,南投縣,58,細懸浮微粒,普通,1.4,0.38,4,8,25,17,7,15,7.7,0.3,263,"2024-11-30 08:00",,0.2,18.2,24,1,120.967903,23.968842,72
復興,高雄市,83,細懸浮微粒,普通,2,0.85,22,24,51,28,28,39.1,11,0.7,116,"2024-11-30 08:00",,0.4,28.4,61,1,120.312017,22.608711,71
永和,新北市,36,,良好,1.3,0.35,31,39,16,7,10,12.6,2.4,1.2,117,"2024-11-30 08:00",,0.2,7.2,19,1,121.516306,25.017,70
竹山,南投縣,65,細懸浮微粒,普通,1.1,0.32,13,13,24,19,10,14.6,4,0.9,6,"2024-11-30 08:00",,0.2,21,28,0,120.677306,23.756389,69
中壢,桃園市,40,,良好,2.6,0.72,22,33,24,9,24,43.4,19.2,0.5,283,"2024-11-30 08:00",,0.3,9,24,2,121.221667,24.953278,68
三重,新北市,52,二氧化氮,普通,1.7,0.95,8,16,24,14,33,96.4,63.4,-,-,"2024-11-30 08:00",,0.5,11,24,1,121.493806,25.072611,67
冬山,宜蘭縣,30,,良好,1,0.21,22,32,21,8,9,10.4,1.3,1.2,289,"2024-11-30 08:00",,0.1,8.6,27,1,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,1,0.24,30,35,23,11,6,6.1,0.4,0.8,289,"2024-11-30 08:00",,0.1,9.1,24,1,121.746394,24.747917,65
陽明,臺北市,44,,良好,1.4,0.16,46,48,21,2,2,2.3,0.4,4.7,60,"2024-11-30 08:00",,0.1,3.7,20,1,121.529583,25.182722,64
花蓮,花蓮縣,32,,良好,1.7,0.34,12,23,29,9,13,14.6,2,1.5,232,"2024-11-30 08:00",,0.2,9.7,32,1,121.599769,23.971306,63
臺東,臺東縣,36,,良好,1.4,0.21,37,40,43,11,4,4.1,0.4,1.9,302,"2024-11-30 08:00",,0.1,10.7,30,1,121.15045,22.755358,62
恆春,屏東縣,46,,良好,1.1,0.17,47,50,26,10,2,2.1,0.6,6.8,28,"2024-11-30 08:00",,0.1,10.3,24,1,120.788928,21.958069,61
潮州,屏東縣,72,細懸浮微粒,普通,0.9,0.34,8,10,46,25,8,9.9,1.6,0.3,53,"2024-11-30 08:00",,0.2,24,45,1,120.561175,22.523108,60
屏東,屏東縣,85,細懸浮微粒,普通,1.3,0.45,18,24,64,36,14,16.1,2.1,1.2,1,"2024-11-30 08:00",,0.4,29.2,63,1,120.488033,22.673081,59
小港,高雄市,79,細懸浮微粒,普通,4.2,0.48,16,16,56,28,36,42.8,6.9,0.9,338,"2024-11-30 08:00",,0.4,27,63,2,120.337736,22.565833,58
前鎮,高雄市,82,細懸浮微粒,普通,2.2,0.63,19,24,50,27,29,36.4,7.3,1.3,357,"2024-11-30 08:00",,0.4,27.9,64,1,120.30833356,22.6044507,57
前金,高雄市,74,細懸浮微粒,普通,2.4,0.37,29,23,58,17,19,21.2,1.9,1.6,6,"2024-11-30 08:00",,0.3,25,68,1,120.28676111,22.63390278,56
左營,高雄市,87,細懸浮微粒,普通,2.3,0.51,25,20,51,23,18,20.6,2.2,1.1,4,"2024-11-30 08:00",,0.4,30.2,67,2,120.292917,22.674861,54
楠梓,高雄市,79,細懸浮微粒,普通,1.9,0.54,11,17,58,27,28,33.1,5.4,0.3,322,"2024-11-30 08:00",,0.3,26.7,65,1,120.328289,22.733667,53
林園,高雄市,91,細懸浮微粒,普通,5.9,0.38,25,26,69,32,17,18.2,1.1,2.3,358,"2024-11-30 08:00",,0.3,31.7,71,3,120.41175,22.4795,52
大寮,高雄市,96,細懸浮微粒,普通,3.9,0.48,17,22,,65,20,23.7,3.7,0.7,1,"2024-11-30 08:00",,0.3,33.9,40,2,120.425311,22.56413611,51
鳳山,高雄市,91,細懸浮微粒,普通,1.8,0.55,26,22,53,23,18,20.9,2.4,0.3,117,"2024-11-30 08:00",,0.4,31.6,66,2,120.357422,22.628126,50
仁武,高雄市,88,細懸浮微粒,普通,2.3,0.59,5,12,64,30,39,60.6,21.2,0.6,325,"2024-11-30 08:00",,0.4,30.4,61,2,120.332631,22.689056,49
橋頭,高雄市,95,細懸浮微粒,普通,2,0.44,16,14,52,31,21,24.4,3.7,0.3,339,"2024-11-30 08:00",,0.4,33.4,66,2,120.305689,22.757506,48
美濃,高雄市,61,細懸浮微粒,普通,0.8,0.37,7,14,35,14,9,13.2,4.1,0.2,299,"2024-11-30 08:00",,0.3,19.5,38,1,120.530542,22.883583,47
臺南,臺南市,91,細懸浮微粒,普通,4.2,0.72,8,18,75,37,37,49.6,12.8,1.1,342,"2024-11-30 08:00",,0.4,31.8,64,2,120.21947897,22.98928311,46
安南,臺南市,102,細懸浮微粒,對敏感族群不健康,3.3,0.6,8,14,78,44,30,38.7,8.9,0.8,301,"2024-11-30 08:00",,0.4,35.7,68,1,120.2175,23.048197,45
善化,臺南市,114,細懸浮微粒,對敏感族群不健康,2.8,0.58,7,10,79,41,18,27.1,9.1,0.9,327,"2024-11-30 08:00",,0.4,40.6,76,2,120.29740529,23.11337642,44
新營,臺南市,100,細懸浮微粒,普通,1.7,0.5,6,12,63,38,23,35.8,12.4,1,42,"2024-11-30 08:00",,0.4,35.3,65,1,120.31725,23.305633,43
嘉義,嘉義市,81,細懸浮微粒,普通,2.4,0.41,13,7,42,25,15,19.6,4.5,1.3,352,"2024-11-30 08:00",,0.3,27.7,49,2,120.44125148,23.46477865,42
臺西,雲林縣,84,細懸浮微粒,普通,1.7,0.44,10,17,67,37,19,24.6,5.2,2,36,"2024-11-30 08:00",,0.4,28.8,61,1,120.19933333,23.702175,41
朴子,嘉義縣,82,細懸浮微粒,普通,2.2,0.38,,19,69,32,20,27.7,8.1,0.9,353,"2024-11-30 08:00",,0.3,28.1,60,2,120.2478,23.46538,40
新港,嘉義縣,97,細懸浮微粒,普通,2.3,0.57,6,15,64,33,22,36.8,14.4,1.1,42,"2024-11-30 08:00",,0.4,34.2,66,2,120.345531,23.554839,39
崙背,雲林縣,120,細懸浮微粒,對敏感族群不健康,1.4,0.97,7,13,106,82,22,31.2,9.1,0.6,294,"2024-11-30 08:00",,0.5,42.9,72,1,120.348742,23.757547,38
斗六,雲林縣,81,細懸浮微粒,普通,1.6,0.37,11,12,43,22,10,14.2,3.6,0.8,336,"2024-11-30 08:00",,0.3,27.6,51,1,120.544994,23.711853,37
南投,南投縣,66,細懸浮微粒,普通,1.1,0.48,4,5,31,24,10,22.1,12,0.2,161,"2024-11-30 08:00",,0.3,21.7,32,1,120.685306,23.913,36
二林,彰化縣,67,細懸浮微粒,普通,1.5,0.38,9,13,60,27,15,19.7,5.1,1.4,10,"2024-11-30 08:00",,0.3,21.8,53,2,120.409653,23.925175,35
線西,彰化縣,51,細懸浮微粒,普通,3.1,0.32,13,22,35,19,17,23.4,6.3,0.3,48,"2024-11-30 08:00",,0.2,15.7,33,3,120.469061,24.131672,34
彰化,彰化縣,60,細懸浮微粒,普通,1.2,0.48,10,8,31,20,16,21.4,5.2,1.4,21,"2024-11-30 08:00",,0.4,19.3,35,1,120.541519,24.066,33
西屯,臺中市,62,細懸浮微粒,普通,1.5,0.57,2,2,33,24,22,49.5,26.9,0.4,74,"2024-11-30 08:00",,0.4,20,36,1,120.616917,24.162197,32
忠明,臺中市,63,細懸浮微粒,普通,1.6,0.62,2,4,34,20,23,53.9,31.2,0.8,257,"2024-11-30 08:00",,0.5,20.3,38,1,120.641092,24.151958,31
大里,臺中市,79,細懸浮微粒,普通,1.6,0.64,3,4,44,33,15,36.9,21.5,1,266,"2024-11-30 08:00",,0.4,27,43,1,120.67844444,24.09961111,30
沙鹿,臺中市,61,細懸浮微粒,普通,1.7,0.45,1,2,34,13,21,30.3,8.9,0.9,350,"2024-11-30 08:00",,0.3,19.6,34,1,120.568794,24.225628,29
豐原,臺中市,55,細懸浮微粒,普通,2.7,0.48,19,25,36,23,14,17.1,3.1,0.9,81,"2024-11-30 08:00",,0.2,17,26,2,120.74252414,24.25699731,28
三義,苗栗縣,27,,良好,0.9,0.21,26,22,17,9,3,4.3,1.6,1.3,11,"2024-11-30 08:00",,0.2,8.2,17,1,120.75956754,24.38248443,27
苗栗,苗栗縣,46,,良好,1.2,0.38,4,6,14,11,13,27,13.7,0.3,180,"2024-11-30 08:00",,0.2,14.1,21,1,120.82011468,24.56499183,26
頭份,苗栗縣,44,,良好,2.1,0.44,3,19,31,12,12,30.8,18.6,0.7,91,"2024-11-30 08:00",,0.2,13.4,27,1,120.89869286,24.69690679,25
新竹,新竹市,34,,良好,2.1,0.33,17,28,18,11,17,19.9,2.9,1.1,42,"2024-11-30 08:00",,0.2,10.6,23,1,120.97236752,24.8056356,24
竹東,新竹縣,27,,良好,0.9,0.28,18,20,18,6,8,9.7,1.6,1,86,"2024-11-30 08:00",,0.2,8.2,18,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,2.7,0.31,26,33,25,7,15,17.1,2.5,1.4,45,"2024-11-30 08:00",,0.2,5.9,24,2,121.03886894,24.90009696,22
龍潭,桃園市,31,,良好,1.3,0.29,24,34,22,10,14,17.4,3,1.2,56,"2024-11-30 08:00",,0.1,8,23,1,121.21645772,24.86400048,21
平鎮,桃園市,37,,良好,1.3,0.3,37,40,20,6,10,11.9,1.4,2.1,87,"2024-11-30 08:00",,0.2,7.3,21,1,121.203986,24.952786,20
觀音,桃園市,33,,良好,5.2,0.18,35,30,27,12,12,13.9,1.6,4.2,89,"2024-11-30 08:00",,0.1,10.2,30,3,121.08283092,25.03556747,19
大園,桃園市,31,,良好,2,0.21,31,35,19,6,18,22,3.4,3,51,"2024-11-30 08:00",,0.1,8.4,22,2,121.20251473,25.06100357,18
桃園,桃園市,36,,良好,1.6,0.28,36,40,24,2,9,10.3,1.5,2.6,73,"2024-11-30 08:00",,0.2,4.5,23,1,121.30500531,24.9947107,17
大同,臺北市,57,二氧化氮,普通,2,0.95,10,25,42,16,39,97.4,58.2,-,-,"2024-11-30 08:00",,0.4,11.5,31,1,121.51342074,25.06331455,16
松山,臺北市,30,,良好,1.8,0.29,18,24,29,6,18,22.3,3.7,0.8,22,"2024-11-30 08:00",,0.2,7.3,28,1,121.578611,25.05,15
古亭,臺北市,38,,良好,1.9,0.24,35,41,20,7,8,9.3,0.7,1.3,45,"2024-11-30 08:00",,0.1,7.2,20,2,121.529556,25.020608,14
萬華,臺北市,31,,良好,2.3,0.26,29,33,21,6,16,17.8,1.7,1.6,89,"2024-11-30 08:00",,0.2,6.3,23,1,121.507972,25.046503,13
中山,臺北市,31,,良好,1.8,0.29,29,33,23,7,15,17.3,2.4,2.5,80,"2024-11-30 08:00",,0.2,8.3,22,1,121.526528,25.062361,12
士林,臺北市,43,,良好,1,0.17,43,46,17,3,6,6.3,0.6,1.1,63,"2024-11-30 08:00",,0.1,4.4,20,1,121.51666356,25.10334003,11
淡水,新北市,26,,良好,1.6,0.44,23,28,22,6,16,19.5,3.8,0.8,60,"2024-11-30 08:00",,0.2,7.8,22,1,121.449239,25.1645,10
林口,新北市,36,,良好,1.8,0.24,34,40,19,5,12,13.8,1.6,3.2,90,"2024-11-30 08:00",,0.1,5.7,19,1,121.36548982,25.07798949,9
菜寮,新北市,33,,良好,1.5,0.36,32,37,19,6,15,17.1,1.9,2.3,106,"2024-11-30 08:00",,0.2,8,20,1,121.481028,25.06895,8
新莊,新北市,33,,良好,1.5,0.28,32,36,29,7,12,14.4,2.4,2.5,75,"2024-11-30 08:00",,0.2,8.7,30,1,121.4325,25.037972,7
板橋,新北市,37,,良好,0.7,0.34,30,41,19,8,17,19.6,2.5,1,69,"2024-11-30 08:00",,0.2,7,19,1,121.458667,25.012972,6
土城,新北市,35,,良好,1,0.32,28,38,22,6,13,15.5,2.1,1.7,47,"2024-11-30 08:00",,0.2,4.9,21,1,121.451861,24.982528,5
新店,新北市,34,,良好,0.8,0.28,23,27,19,8,15,17.8,2.9,1.7,124,"2024-11-30 08:00",,0.2,10.6,21,1,121.537778,24.977222,4
萬里,新北市,28,,良好,0.7,0.19,29,31,13,6,5,5.9,1.3,1.4,205,"2024-11-30 08:00",,0.1,6.2,16,0,121.689881,25.179667,3
汐止,新北市,45,,良好,5.3,0.41,9,13,20,11,28,44.1,16.2,1.6,64,"2024-11-30 08:00",,0.2,11.2,21,2,121.64081,25.06624,2
基隆,基隆市,37,,良好,1.3,0.51,11,22,21,11,22,29.1,6.8,0.2,337,"2024-11-30 08:00",,0.2,7.3,16,1,121.760056,25.129167,1
屏東(枋山),屏東縣,40,,良好,0.1,0.19,35,42,28,13,4,4,0.1,2.2,90,"2024-11-30 07:00",,0.1,12.3,27,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,50,,良好,1.4,0.27,18,27,23,14,19,20.2,1.1,4.8,294,"2024-11-30 07:00",,0.2,15.4,30,1,121.61575076,23.97709367,312
新北(樹林),新北市,31,,良好,0.4,0.24,26,34,22,6,15,17.8,2.4,0.1,179,"2024-11-30 07:00",,0.1,6.1,22,1,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,77,細懸浮微粒,普通,3.4,0.42,29,33,53,26,20,20.6,0.7,1.8,351,"2024-11-30 07:00",,0.4,26,59,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,106,細懸浮微粒,對敏感族群不健康,1.2,0.54,2,11,75,38,32,40.4,8.5,0.6,2,"2024-11-30 07:00",,0.4,37.6,76,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,105,細懸浮微粒,對敏感族群不健康,2.9,0.41,4,6,65,35,33,35.9,3.2,0.5,18,"2024-11-30 07:00",,0.4,37.2,71,2,120.24535,22.87985556,202
彰化（員林）,彰化縣,69,細懸浮微粒,普通,2.4,0.47,3,8,53,21,17,23.3,6.2,0.5,323,"2024-11-30 07:00",,0.4,22.8,52,2,120.56373,23.96117,201
大城,彰化縣,82,細懸浮微粒,普通,2.2,0.37,7,17,56,29,23,24.6,1.6,2,70,"2024-11-30 07:00",,0.4,28.2,58,2,120.26964167,23.85493056,85
富貴角,新北市,59,懸浮微粒,普通,0.6,0.13,46,49,88,7,2,1.6,0,4.9,99,"2024-11-30 07:00",,0.1,8,59,0,121.53656894,25.29681695,84
麥寮,雲林縣,88,細懸浮微粒,普通,2.4,0.44,6,17,63,38,21,23.4,2,1.5,31,"2024-11-30 07:00",,0.4,30.6,56,2,120.251825,23.753506,83
關山,臺東縣,33,,良好,1.5,0.17,15,27,21,10,2,3.1,0.5,1.2,345,"2024-11-30 07:00",,0.1,10.3,27,1,121.161933,23.045083,80
馬公,澎湖縣,49,,良好,0.5,0.15,50,54,19,10,1,1.9,0.5,3.6,32,"2024-11-30 07:00",,0.1,11.1,21,1,119.566158,23.569031,78
金門,金門縣,47,,良好,1.6,0.28,35,37,38,15,10,10.2,0.2,0.9,346,"2024-11-30 07:00",,0.2,14.5,43,1,118.312256,24.432133,77
馬祖,連江縣,52,細懸浮微粒,普通,2.4,0.34,38,46,39,14,7,7.1,0.2,2.4,346,"2024-11-30 07:00",,0.3,15.9,39,1,119.952724,26.153736,75
埔里,南投縣,59,細懸浮微粒,普通,1.3,0.32,3,10,23,12,7,9.4,2.6,0.3,308,"2024-11-30 07:00",,0.2,18.7,24,1,120.967903,23.968842,72
復興,高雄市,82,細懸浮微粒,普通,2.1,0.53,24,24,52,25,21,25.2,3.7,0.9,110,"2024-11-30 07:00",,0.4,27.9,62,1,120.312017,22.608711,71
永和,新北市,37,,良好,1.3,0.27,33,40,15,7,7,8.6,1.5,0.8,110,"2024-11-30 07:00",,0.2,7,21,1,121.516306,25.017,70
竹山,南投縣,67,細懸浮微粒,普通,1.1,0.38,7,14,26,20,14,15.9,1.8,0.3,50,"2024-11-30 07:00",,0.2,21.9,30,0,120.677306,23.756389,69
中壢,桃園市,43,,良好,2.7,0.63,20,34,23,10,26,44.3,18,0.6,293,"2024-11-30 07:00",,0.3,9.1,24,2,121.221667,24.953278,68
三重,新北市,57,二氧化氮,普通,1.5,0.78,8,16,27,11,40,97.8,58.2,-,-,"2024-11-30 07:00",,0.5,10.7,24,1,121.493806,25.072611,67
冬山,宜蘭縣,31,,良好,0.9,0.19,25,34,23,11,6,7.1,0.7,1.6,307,"2024-11-30 07:00",,0.1,8.9,29,1,121.792928,24.632203,66
宜蘭,宜蘭縣,32,,良好,1.1,0.21,30,36,20,7,4,4.4,0.2,0.9,344,"2024-11-30 07:00",,0.1,9.2,26,1,121.746394,24.747917,65
陽明,臺北市,44,,良好,1.3,0.16,48,49,20,5,1,1.6,0.1,4.8,60,"2024-11-30 07:00",,0.1,4.2,20,1,121.529583,25.182722,64
花蓮,花蓮縣,34,,良好,1.5,0.31,15,26,34,7,9,10.3,1,1.2,230,"2024-11-30 07:00",,0.2,10.2,34,1,121.599769,23.971306,63
臺東,臺東縣,37,,良好,1.4,0.19,34,40,27,10,3,3.2,0.6,1.5,298,"2024-11-30 07:00",,0.1,10.9,28,1,121.15045,22.755358,62
恆春,屏東縣,47,,良好,1.2,0.17,47,51,23,11,2,2.1,0.6,6.7,25,"2024-11-30 07:00",,0.1,10.4,24,1,120.788928,21.958069,61
潮州,屏東縣,71,細懸浮微粒,普通,0.8,0.28,6,11,39,18,8,7.8,0.3,0.5,60,"2024-11-30 07:00",,0.2,23.8,43,1,120.561175,22.523108,60
屏東,屏東縣,84,細懸浮微粒,普通,1.2,0.44,17,26,54,31,11,12.1,0.7,0.8,346,"2024-11-30 07:00",,0.3,29.1,66,1,120.488033,22.673081,59
小港,高雄市,80,細懸浮微粒,普通,3.2,0.45,8,17,61,30,37,39.6,2.9,1.1,13,"2024-11-30 07:00",,0.4,27.1,66,2,120.337736,22.565833,58
前鎮,高雄市,81,細懸浮微粒,普通,2.3,0.47,21,25,51,25,23,27,3.7,1.4,2,"2024-11-30 07:00",,0.4,27.5,66,1,120.30833356,22.6044507,57
前金,高雄市,76,細懸浮微粒,普通,2.7,0.39,21,22,57,27,23,24.5,1.1,2.1,357,"2024-11-30 07:00",,0.4,25.7,70,1,120.28676111,22.63390278,56
左營,高雄市,91,細懸浮微粒,普通,2.9,0.41,22,20,51,19,20,20.9,0.8,1.1,5,"2024-11-30 07:00",,0.4,31.6,71,2,120.292917,22.674861,54
楠梓,高雄市,79,細懸浮微粒,普通,1.7,0.35,17,18,53,25,19,19.8,1.1,0.3,300,"2024-11-30 07:00",,0.3,26.8,67,1,120.328289,22.733667,53
林園,高雄市,90,細懸浮微粒,普通,2.3,0.36,25,26,65,32,16,16.6,0,1.6,341,"2024-11-30 07:00",,0.3,31.5,72,3,120.41175,22.4795,52
大寮,高雄市,81,細懸浮微粒,普通,2.3,0.41,16,24,40,30,20,21.7,1.5,1.1,323,"2024-11-30 07:00",,0.3,27.5,41,2,120.425311,22.56413611,51
鳳山,高雄市,95,細懸浮微粒,普通,2.7,0.44,21,21,55,33,21,23.3,1.9,0.4,133,"2024-11-30 07:00",,0.4,33.4,70,2,120.357422,22.628126,50
仁武,高雄市,87,細懸浮微粒,普通,1.8,0.46,1,14,55,31,36,51.4,15.8,0.4,290,"2024-11-30 07:00",,0.4,30,61,2,120.332631,22.689056,49
橋頭,高雄市,97,細懸浮微粒,普通,2.1,0.33,9,15,55,27,19,21,1.5,1.1,25,"2024-11-30 07:00",,0.4,34.3,70,2,120.305689,22.757506,48
美濃,高雄市,63,細懸浮微粒,普通,0.6,0.33,5,16,28,20,9,10.3,1.6,0.2,128,"2024-11-30 07:00",,0.3,20.5,41,1,120.530542,22.883583,47
臺南,臺南市,86,細懸浮微粒,普通,3.9,0.51,11,19,63,35,28,30.1,2.5,0.7,356,"2024-11-30 07:00",,0.4,29.9,61,2,120.21947897,22.98928311,46
安南,臺南市,94,細懸浮微粒,普通,2.9,0.51,5,16,63,38,31,34,3.4,0.8,292,"2024-11-30 07:00",,0.4,33,66,1,120.2175,23.048197,45
善化,臺南市,112,細懸浮微粒,對敏感族群不健康,2.1,0.46,3,12,78,41,19,22,2.8,0.3,122,"2024-11-30 07:00",,0.4,39.9,76,2,120.29740529,23.11337642,44
新營,臺南市,100,細懸浮微粒,普通,1.2,0.52,2,15,65,34,24,29.3,5.1,0.4,87,"2024-11-30 07:00",,0.4,35.2,67,1,120.31725,23.305633,43
嘉義,嘉義市,81,細懸浮微粒,普通,1.9,0.4,3,7,45,27,16,19.5,3.3,0.9,347,"2024-11-30 07:00",,0.3,27.5,50,2,120.44125148,23.46477865,42
臺西,雲林縣,79,細懸浮微粒,普通,1.7,0.42,8,20,62,33,19,19.9,0.7,1.1,50,"2024-11-30 07:00",,0.4,27,60,1,120.19933333,23.702175,41
朴子,嘉義縣,81,細懸浮微粒,普通,2,0.36,9,20,64,30,16,18,1.7,0.6,71,"2024-11-30 07:00",,0.3,27.6,59,2,120.2478,23.46538,40
新港,嘉義縣,96,細懸浮微粒,普通,2.3,0.46,2,18,65,32,25,33.4,8.3,1,61,"2024-11-30 07:00",,0.3,33.9,67,2,120.345531,23.554839,39
崙背,雲林縣,98,細懸浮微粒,普通,1.3,0.83,2,15,87,52,24,35.8,11.4,0.8,46,"2024-11-30 07:00",,0.4,34.7,66,1,120.348742,23.757547,38
斗六,雲林縣,83,細懸浮微粒,普通,1.4,0.33,4,12,49,28,17,18.9,2.3,0.5,16,"2024-11-30 07:00",,0.3,28.4,53,1,120.544994,23.711853,37
南投,南投縣,67,細懸浮微粒,普通,0.9,0.31,4,6,27,17,9,13.7,4.4,0.2,164,"2024-11-30 07:00",,0.3,21.8,33,1,120.685306,23.913,36
二林,彰化縣,64,細懸浮微粒,普通,1.4,0.36,5,15,54,22,17,19,1.7,0.3,328,"2024-11-30 07:00",,0.3,20.6,52,2,120.409653,23.925175,35
線西,彰化縣,51,細懸浮微粒,普通,3.8,0.24,17,22,25,13,15,16.6,1.2,0.3,67,"2024-11-30 07:00",,0.2,15.6,33,3,120.469061,24.131672,34
彰化,彰化縣,60,細懸浮微粒,普通,1.2,0.46,4,9,39,21,24,26.3,2.8,0.8,24,"2024-11-30 07:00",,0.3,19.1,37,1,120.541519,24.066,33
西屯,臺中市,61,細懸浮微粒,普通,1.3,0.41,0,5,31,19,22,35,13.3,0.3,14,"2024-11-30 07:00",,0.4,19.4,39,1,120.616917,24.162197,32
忠明,臺中市,62,細懸浮微粒,普通,1.5,0.55,0,4,30,19,24,52.4,28.9,0.3,229,"2024-11-30 07:00",,0.5,20.1,40,1,120.641092,24.151958,31
大里,臺中市,74,細懸浮微粒,普通,1.5,0.56,1,5,49,33,16,26.4,9.9,0.8,135,"2024-11-30 07:00",,0.4,25,43,1,120.67844444,24.09961111,30
